0.000000000000000000e+00,1.098612070083618164e+00,3.066666722297668457e-01,1.091582894325256348e+00,2.666666805744171143e-01
1.000000000000000000e+00,1.083744525909423828e+00,4.000000059604644775e-01,1.086130619049072266e+00,2.666666805744171143e-01
2.000000000000000000e+00,1.072299242019653320e+00,4.000000059604644775e-01,1.081346988677978516e+00,2.666666805744171143e-01
3.000000000000000000e+00,1.062994122505187988e+00,4.000000059604644775e-01,1.076761245727539062e+00,2.666666805744171143e-01
4.000000000000000000e+00,1.055047750473022461e+00,4.000000059604644775e-01,1.072144508361816406e+00,2.666666805744171143e-01
5.000000000000000000e+00,1.047977924346923828e+00,4.000000059604644775e-01,1.067401885986328125e+00,2.666666805744171143e-01
6.000000000000000000e+00,1.041487812995910645e+00,4.000000059604644775e-01,1.062506198883056641e+00,2.666666805744171143e-01
7.000000000000000000e+00,1.035390377044677734e+00,4.000000059604644775e-01,1.057465076446533203e+00,2.666666805744171143e-01
8.000000000000000000e+00,1.029569149017333984e+00,4.000000059604644775e-01,1.052300930023193359e+00,2.666666805744171143e-01
9.000000000000000000e+00,1.023948311805725098e+00,4.000000059604644775e-01,1.047040343284606934e+00,2.666666805744171143e-01
1.000000000000000000e+01,1.018479824066162109e+00,4.000000059604644775e-01,1.041711688041687012e+00,2.666666805744171143e-01
1.100000000000000000e+01,1.013132929801940918e+00,4.000000059604644775e-01,1.036338567733764648e+00,2.666666805744171143e-01
1.200000000000000000e+01,1.007886290550231934e+00,4.000000059604644775e-01,1.030943155288696289e+00,2.666666805744171143e-01
1.300000000000000000e+01,1.002727389335632324e+00,4.000000059604644775e-01,1.025542020797729492e+00,2.666666805744171143e-01
1.400000000000000000e+01,9.976457953453063965e-01,4.000000059604644775e-01,1.020150780677795410e+00,2.666666805744171143e-01
1.500000000000000000e+01,9.926364421844482422e-01,4.000000059604644775e-01,1.014779686927795410e+00,2.666666805744171143e-01
1.600000000000000000e+01,9.876936674118041992e-01,4.000000059604644775e-01,1.009439349174499512e+00,2.666666805744171143e-01
1.700000000000000000e+01,9.828151464462280273e-01,4.000000059604644775e-01,1.004136085510253906e+00,2.666666805744171143e-01
1.800000000000000000e+01,9.779983758926391602e-01,4.000000059604644775e-01,9.988761544227600098e-01,2.666666805744171143e-01
1.900000000000000000e+01,9.732415676116943359e-01,4.000000059604644775e-01,9.936631321907043457e-01,2.666666805744171143e-01
2.000000000000000000e+01,9.685434103012084961e-01,4.000000059604644775e-01,9.885006546974182129e-01,2.666666805744171143e-01
2.100000000000000000e+01,9.639027118682861328e-01,4.133333265781402588e-01,9.833913445472717285e-01,2.666666805744171143e-01
2.200000000000000000e+01,9.593182206153869629e-01,4.266666769981384277e-01,9.783369898796081543e-01,2.800000011920928955e-01
2.300000000000000000e+01,9.547898173332214355e-01,4.266666769981384277e-01,9.733388423919677734e-01,3.066666722297668457e-01
2.400000000000000000e+01,9.503161907196044922e-01,4.533333480358123779e-01,9.683976173400878906e-01,3.600000143051147461e-01
2.500000000000000000e+01,9.458968043327331543e-01,4.666666686534881592e-01,9.635139703750610352e-01,4.000000059604644775e-01
2.600000000000000000e+01,9.415309429168701172e-01,5.199999809265136719e-01,9.586883783340454102e-01,4.533333480358123779e-01
2.700000000000000000e+01,9.372180104255676270e-01,5.600000023841857910e-01,9.539203643798828125e-01,4.666666686534881592e-01
2.800000000000000000e+01,9.329572319984436035e-01,6.000000238418579102e-01,9.492102265357971191e-01,5.199999809265136719e-01
2.900000000000000000e+01,9.287482500076293945e-01,6.266666650772094727e-01,9.445574879646301270e-01,5.466666817665100098e-01
3.000000000000000000e+01,9.245902299880981445e-01,6.533333063125610352e-01,9.399617314338684082e-01,5.733333230018615723e-01
3.100000000000000000e+01,9.204821586608886719e-01,6.800000071525573730e-01,9.354231953620910645e-01,5.866666436195373535e-01
3.200000000000000000e+01,9.164240360260009766e-01,6.933333277702331543e-01,9.309406280517578125e-01,5.866666436195373535e-01
3.300000000000000000e+01,9.124150872230529785e-01,7.066666483879089355e-01,9.265138506889343262e-01,6.000000238418579102e-01
3.400000000000000000e+01,9.084545969963073730e-01,7.066666483879089355e-01,9.221425652503967285e-01,6.133333444595336914e-01
3.500000000000000000e+01,9.045422077178955078e-01,7.066666483879089355e-01,9.178254008293151855e-01,6.266666650772094727e-01
3.600000000000000000e+01,9.006769657135009766e-01,7.066666483879089355e-01,9.135622382164001465e-01,6.266666650772094727e-01
3.700000000000000000e+01,8.968580961227416992e-01,7.066666483879089355e-01,9.093527197837829590e-01,6.266666650772094727e-01
3.800000000000000000e+01,8.930858373641967773e-01,7.066666483879089355e-01,9.051961302757263184e-01,6.266666650772094727e-01
3.900000000000000000e+01,8.893590569496154785e-01,7.066666483879089355e-01,9.010913372039794922e-01,6.266666650772094727e-01
4.000000000000000000e+01,8.856772780418395996e-01,7.066666483879089355e-01,8.970371484756469727e-01,6.266666650772094727e-01
4.100000000000000000e+01,8.820393681526184082e-01,7.066666483879089355e-01,8.930343389511108398e-01,6.266666650772094727e-01
4.200000000000000000e+01,8.784454464912414551e-01,7.066666483879089355e-01,8.890814185142517090e-01,6.266666650772094727e-01
4.300000000000000000e+01,8.748946189880371094e-01,7.066666483879089355e-01,8.851780295372009277e-01,6.266666650772094727e-01
4.400000000000000000e+01,8.713865280151367188e-01,7.066666483879089355e-01,8.813229203224182129e-01,6.266666650772094727e-01
4.500000000000000000e+01,8.679204583168029785e-01,7.066666483879089355e-01,8.775161504745483398e-01,6.266666650772094727e-01
4.600000000000000000e+01,8.644956350326538086e-01,7.066666483879089355e-01,8.737564086914062500e-01,6.266666650772094727e-01
4.700000000000000000e+01,8.611121773719787598e-01,7.066666483879089355e-01,8.700432181358337402e-01,6.266666650772094727e-01
4.800000000000000000e+01,8.577683568000793457e-01,7.066666483879089355e-01,8.663762211799621582e-01,6.266666650772094727e-01
4.900000000000000000e+01,8.544647097587585449e-01,7.066666483879089355e-01,8.627542853355407715e-01,6.266666650772094727e-01
5.000000000000000000e+01,8.512002825736999512e-01,7.066666483879089355e-01,8.591775298118591309e-01,6.266666650772094727e-01
5.100000000000000000e+01,8.479744195938110352e-01,7.066666483879089355e-01,8.556441068649291992e-01,6.266666650772094727e-01
5.200000000000000000e+01,8.447865843772888184e-01,7.066666483879089355e-01,8.521543145179748535e-01,6.266666650772094727e-01
5.300000000000000000e+01,8.416364192962646484e-01,7.066666483879089355e-01,8.487074971199035645e-01,6.266666650772094727e-01
5.400000000000000000e+01,8.385233879089355469e-01,7.066666483879089355e-01,8.453027009963989258e-01,6.266666650772094727e-01
5.500000000000000000e+01,8.354470729827880859e-01,7.066666483879089355e-01,8.419389724731445312e-01,6.266666650772094727e-01
5.600000000000000000e+01,8.324065208435058594e-01,7.066666483879089355e-01,8.386166691780090332e-01,6.266666650772094727e-01
5.700000000000000000e+01,8.294016718864440918e-01,7.066666483879089355e-01,8.353342413902282715e-01,6.266666650772094727e-01
5.800000000000000000e+01,8.264315128326416016e-01,7.066666483879089355e-01,8.320919871330261230e-01,6.266666650772094727e-01
5.900000000000000000e+01,8.234962224960327148e-01,7.066666483879089355e-01,8.288883566856384277e-01,6.266666650772094727e-01
6.000000000000000000e+01,8.205946683883666992e-01,7.066666483879089355e-01,8.257237076759338379e-01,6.266666650772094727e-01
6.100000000000000000e+01,8.177271485328674316e-01,7.066666483879089355e-01,8.225966095924377441e-01,6.266666650772094727e-01
6.200000000000000000e+01,8.148921132087707520e-01,7.066666483879089355e-01,8.195071816444396973e-01,6.266666650772094727e-01
6.300000000000000000e+01,8.120899200439453125e-01,7.066666483879089355e-01,8.164543509483337402e-01,6.266666650772094727e-01
6.400000000000000000e+01,8.093199133872985840e-01,7.066666483879089355e-01,8.134378790855407715e-01,6.266666650772094727e-01
6.500000000000000000e+01,8.065812587738037109e-01,7.066666483879089355e-01,8.104569315910339355e-01,6.266666650772094727e-01
6.600000000000000000e+01,8.038740754127502441e-01,7.066666483879089355e-01,8.075115680694580078e-01,6.266666650772094727e-01
6.700000000000000000e+01,8.011975884437561035e-01,7.066666483879089355e-01,8.046002984046936035e-01,6.266666650772094727e-01
6.800000000000000000e+01,7.985510826110839844e-01,7.200000286102294922e-01,8.017236590385437012e-01,6.266666650772094727e-01
6.900000000000000000e+01,7.959347367286682129e-01,7.200000286102294922e-01,7.988803386688232422e-01,6.266666650772094727e-01
7.000000000000000000e+01,7.933476567268371582e-01,7.200000286102294922e-01,7.960700988769531250e-01,6.266666650772094727e-01
7.100000000000000000e+01,7.907897830009460449e-01,7.200000286102294922e-01,7.932925224304199219e-01,6.266666650772094727e-01
7.200000000000000000e+01,7.882602214813232422e-01,7.200000286102294922e-01,7.905472517013549805e-01,6.266666650772094727e-01
7.300000000000000000e+01,7.857589721679687500e-01,7.200000286102294922e-01,7.878333926200866699e-01,6.266666650772094727e-01
7.400000000000000000e+01,7.832854986190795898e-01,7.200000286102294922e-01,7.851508855819702148e-01,6.399999856948852539e-01
7.500000000000000000e+01,7.808390855789184570e-01,7.200000286102294922e-01,7.824988961219787598e-01,6.399999856948852539e-01
7.600000000000000000e+01,7.784199714660644531e-01,7.200000286102294922e-01,7.798770666122436523e-01,6.533333063125610352e-01
7.700000000000000000e+01,7.760272622108459473e-01,7.200000286102294922e-01,7.772850990295410156e-01,6.533333063125610352e-01
7.800000000000000000e+01,7.736603617668151855e-01,7.200000286102294922e-01,7.747223377227783203e-01,6.533333063125610352e-01
7.900000000000000000e+01,7.713195681571960449e-01,7.200000286102294922e-01,7.721889019012451172e-01,6.533333063125610352e-01
8.000000000000000000e+01,7.690045237541198730e-01,7.200000286102294922e-01,7.696833014488220215e-01,6.533333063125610352e-01
8.100000000000000000e+01,7.667137384414672852e-01,7.200000286102294922e-01,7.672059535980224609e-01,6.533333063125610352e-01
8.200000000000000000e+01,7.644479870796203613e-01,7.200000286102294922e-01,7.647563815116882324e-01,6.533333063125610352e-01
8.300000000000000000e+01,7.622067332267761230e-01,7.200000286102294922e-01,7.623336911201477051e-01,6.533333063125610352e-01
8.400000000000000000e+01,7.599892020225524902e-01,7.200000286102294922e-01,7.599378228187561035e-01,6.533333063125610352e-01
8.500000000000000000e+01,7.577952146530151367e-01,7.200000286102294922e-01,7.575684785842895508e-01,6.533333063125610352e-01
8.600000000000000000e+01,7.556246519088745117e-01,7.200000286102294922e-01,7.552248835563659668e-01,6.533333063125610352e-01
8.700000000000000000e+01,7.534768581390380859e-01,7.200000286102294922e-01,7.529069781303405762e-01,6.533333063125610352e-01
8.800000000000000000e+01,7.513520121574401855e-01,7.200000286102294922e-01,7.506142258644104004e-01,6.533333063125610352e-01
